,Unnamed: 0,lesson_name,question_name,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,image_path,image_has_labels_to_guess,caption,blip_2_generated_answers,mapped_predictions
1531,1531,insects and other arthropods,Which label shows the Plant dies?,H,Y,T,X,Y,../Dataset/test/abc_question_images/life_cycles_12181.png,Yes,"a circle with a bird, plant, and letter h on it",d,X
1532,1532,insects and other arthropods,Identify the germination of the seeds in this image:,Y,X,H,C,X,../Dataset/test/abc_question_images/life_cycles_12181.png,Yes,"a circle with a bird, plant, and letter h on it",d,C
1533,1533,insects and other arthropods,Which letter refers to the adult?,K,F,L,T,F,../Dataset/test/abc_question_images/life_cycles_12238.png,Yes,a diagram of a grasshopper life cycle,d,T
1534,1534,insects and other arthropods,Where is the nymph?,L,F,K,T,T,../Dataset/test/abc_question_images/life_cycles_12238.png,Yes,a diagram of a grasshopper life cycle,a,L
1535,1535,insects and other arthropods,Which letter represents the Pupa?,T,Y,D,X,T,../Dataset/test/abc_question_images/life_cycles_12249.png,Yes,a diagram of the life cycle of a mosquito,d,X
1536,1536,insects and other arthropods,Which stage in the diagram shows a pupa?,Y,X,D,T,T,../Dataset/test/abc_question_images/life_cycles_12249.png,Yes,a diagram of the life cycle of a mosquito,d,T
1537,1537,insects and other arthropods,Where are the adults?,X,D,T,Y,X,../Dataset/test/abc_question_images/life_cycles_12249.png,Yes,a diagram of the life cycle of a mosquito,a,X
1538,1538,insects and other arthropods,What is the Medusa labeled L?,ADULT MEDUSA,YOUNG MEDUSA (EPHYRA),PLANULA,STROBILA,YOUNG MEDUSA (EPHYRA),../Dataset/test/abc_question_images/life_cycles_12267.png,Yes,a diagram of a life cycle of a jellyfish,a,ADULT MEDUSA
1539,1539,insects and other arthropods,Which label refers to the egg?,L,A,P,W,P,../Dataset/test/abc_question_images/life_cycles_12267.png,Yes,a diagram of a life cycle of a jellyfish,a,L
1540,1540,insects and other arthropods,Where is the young medusa?,S,L,P,A,L,../Dataset/test/abc_question_images/life_cycles_12267.png,Yes,a diagram of a life cycle of a jellyfish,b,L
1541,1541,insects and other arthropods,Which label marks germination of the seed in a plant life cycle?,V,D,P,K,K,../Dataset/test/abc_question_images/life_cycles_12271.png,Yes,a diagram of a plant life cycle with a pea and pea pods,a,V
1542,1542,insects and other arthropods,Which label represents the fruit?,L,D,P,K,L,../Dataset/test/abc_question_images/life_cycles_12271.png,Yes,a diagram of a plant life cycle with a pea and pea pods,d,K
1543,1543,insects and other arthropods,Which part of the plant holds the seeds?,K,P,D,V,D,../Dataset/test/abc_question_images/life_cycles_12271.png,Yes,a diagram of a plant life cycle with a pea and pea pods,d,V
1544,1544,insects and other arthropods,Which letter indicates 'Seed Germination' of the Plant Life Cycle?,D,N,V,K,K,../Dataset/test/abc_question_images/life_cycles_12271.png,Yes,a diagram of a plant life cycle with a pea and pea pods,a,D
1545,1545,insects and other arthropods,Which stage is identified by the letter K in this diagram?,ADULT,EGG,PUPA,LARVA,EGG,../Dataset/test/abc_question_images/life_cycles_12290.png,Yes,a picture of a butterfly and a butterfly coco coco coco coco coco coco coco coco coco coco coco,d,LARVA
1546,1546,insects and other arthropods,Where is the egg?,E,J,D,K,K,../Dataset/test/abc_question_images/life_cycles_12290.png,Yes,a picture of a butterfly and a butterfly coco coco coco coco coco coco coco coco coco coco coco,d,K
1547,1547,insects and other arthropods,What life cycle is presented below?,PUPA,EGG,INSECT,BUTTERFLY,BUTTERFLY,../Dataset/test/abc_question_images/life_cycles_12290.png,Yes,a picture of a butterfly and a butterfly coco coco coco coco coco coco coco coco coco coco coco,d,BUTTERFLY
1548,1548,insects and other arthropods,Which part of the butterfly cycle shows the larvae?,D,K,J,E,D,../Dataset/test/abc_question_images/life_cycles_12290.png,Yes,a picture of a butterfly and a butterfly coco coco coco coco coco coco coco coco coco coco coco,b,K
1549,1549,insects and other arthropods,By what letter is the eggs represented in the diagram?,L,M,A,Y,M,../Dataset/test/abc_question_images/life_cycles_12300.png,Yes,a ladybug life cycle with four different stages,a,L
1550,1550,insects and other arthropods,Which is the pupa phase?,A,L,Y,M,L,../Dataset/test/abc_question_images/life_cycles_12300.png,Yes,a ladybug life cycle with four different stages,d,M
1551,1551,insects and other arthropods,Identify the adult frog in this image,R,F,P,N,P,../Dataset/test/abc_question_images/life_cycles_12331.png,Yes,a diagram of life cycle of a frog,a,R
1552,1552,insects and other arthropods,Which letter corresponds to the stage after the egg stage?,F,P,N,R,N,../Dataset/test/abc_question_images/life_cycles_12331.png,Yes,a diagram of life cycle of a frog,d,R
1553,1553,insects and other arthropods,Which label shows the Eggs?,M,C,V,R,M,../Dataset/test/abc_question_images/life_cycles_12333.png,Yes,a frog and a frog are shown in this diagram,a,M
1554,1554,insects and other arthropods,Which letter is representing eggs?,R,V,M,C,M,../Dataset/test/abc_question_images/life_cycles_12333.png,Yes,a frog and a frog are shown in this diagram,d,C
1555,1555,insects and other arthropods,Where is the late tadpole?,V,R,C,M,R,../Dataset/test/abc_question_images/life_cycles_12333.png,Yes,a frog and a frog are shown in this diagram,d,M
1556,1556,insects and other arthropods,Identify the 3rd instar larva in this picture,V,C,W,L,W,../Dataset/test/abc_question_images/life_cycles_12366.png,Yes,a diagram of a life cycle of a bee,d,L
1557,1557,insects and other arthropods,Which letter represents the Pupa?,N,V,C,L,L,../Dataset/test/abc_question_images/life_cycles_12366.png,Yes,a diagram of a life cycle of a bee,c,C
1558,1558,insects and other arthropods,By what letter is the pupa represented in the diagram?,J,A,S,E,J,../Dataset/test/abc_question_images/life_cycles_12373.png,Yes,a butterfly life cycle diagram with the stages of the butterfly,d,E
1559,1559,insects and other arthropods,Identify the pupa,S,J,E,A,J,../Dataset/test/abc_question_images/life_cycles_12373.png,Yes,a butterfly life cycle diagram with the stages of the butterfly,d,A
1560,1560,insects and other arthropods,Which represents the first stage of the butterfly cycle?,A,S,E,J,S,../Dataset/test/abc_question_images/life_cycles_12373.png,Yes,a butterfly life cycle diagram with the stages of the butterfly,a,A
1561,1561,insects and other arthropods,Which label identifies the Stage 2 in the cycle?,T,U,W,D,W,../Dataset/test/abc_question_images/life_cycles_12400.png,Yes,a diagram of a butterfly life cycle with the letter d,c,W
1562,1562,insects and other arthropods,Which label refers to the first stage?,D,T,U,W,T,../Dataset/test/abc_question_images/life_cycles_12400.png,Yes,a diagram of a butterfly life cycle with the letter d,a,D
1563,1563,insects and other arthropods,Identify the worm in the following image:,U,W,D,T,W,../Dataset/test/abc_question_images/life_cycles_12400.png,Yes,a diagram of a butterfly life cycle with the letter d,b,W
1564,1564,insects and other arthropods,Which letter corresponds to the part that comes after the larva stage?,W,D,T,U,D,../Dataset/test/abc_question_images/life_cycles_12400.png,Yes,a diagram of a butterfly life cycle with the letter d,d,U
1565,1565,insects and other arthropods,Which letter indicates the 'pupa' stage of the caterpillar life cycle?,U,W,D,T,D,../Dataset/test/abc_question_images/life_cycles_12400.png,Yes,a diagram of a butterfly life cycle with the letter d,d,T
1566,1566,insects and other arthropods,Which label refers to the pupa?,N,U,S,F,F,../Dataset/test/abc_question_images/life_cycles_12404.png,Yes,a diagram of the life cycle of a beetle,d,F
1567,1567,insects and other arthropods,Which of the labels in the drawing best identifies the pupa?,F,U,N,S,F,../Dataset/test/abc_question_images/life_cycles_12404.png,Yes,a diagram of the life cycle of a beetle,d,S
1568,1568,insects and other arthropods,Identify the eggs in this picture,U,N,F,S,N,../Dataset/test/abc_question_images/life_cycles_12404.png,Yes,a diagram of the life cycle of a beetle,d,S
1569,1569,insects and other arthropods,Identify the part of the arthropod life cycle in which the process of metamorphosis occurs.,F,N,S,U,F,../Dataset/test/abc_question_images/life_cycles_12404.png,Yes,a diagram of the life cycle of a beetle,d,U
1570,1570,insects and other arthropods,What is the Mosquito Life Cycle labeled C?,SECOND LARVAL STAGE,EGGS,PUPAL STAGE,FIRST LARVAL STAGE,SECOND LARVAL STAGE,../Dataset/test/abc_question_images/life_cycles_12427.png,Yes,a diagram of a mosquito life cycle with the stages of life,c.,PUPAL STAGE
1571,1571,insects and other arthropods,Which image shows the Pupal Stage of the Mosquito Life Cycle?,Y,F,R,X,Y,../Dataset/test/abc_question_images/life_cycles_12427.png,Yes,a diagram of a mosquito life cycle with the stages of life,a,Y
1572,1572,insects and other arthropods,Identify the larva,U,X,W,D,X,../Dataset/test/abc_question_images/life_cycles_16210.png,Yes,a drawing of a butterfly and a cater on a white background,a,U
1573,1573,insects and other arthropods,Which label refers to the pupa?,D,W,X,U,U,../Dataset/test/abc_question_images/life_cycles_16210.png,Yes,a drawing of a butterfly and a cater on a white background,d,U
1574,1574,insects and other arthropods,Which letter represents a larva?,D,X,U,W,X,../Dataset/test/abc_question_images/life_cycles_16210.png,Yes,a drawing of a butterfly and a cater on a white background,c,U
1575,1575,insects and other arthropods,Which part of the diagram shows the cocoon stage of metamorphosis?,U,W,D,X,U,../Dataset/test/abc_question_images/life_cycles_16210.png,Yes,a drawing of a butterfly and a cater on a white background,d,X
1576,1576,insects and other arthropods,"In this stage, eggs are produced.",D,W,X,U,W,../Dataset/test/abc_question_images/life_cycles_16210.png,Yes,a drawing of a butterfly and a cater on a white background,d,U
1577,1577,insects and other arthropods,Which label refers to the egg?,C,Y,V,W,Y,../Dataset/test/abc_question_images/life_cycles_16211.png,Yes,a diagram of a life cycle of a flea,a,C
1578,1578,insects and other arthropods,Which letter is representative of the Pupa in this diagram?,W,Y,C,V,W,../Dataset/test/abc_question_images/life_cycles_16211.png,Yes,a diagram of a life cycle of a flea,d,V
1579,1579,insects and other arthropods,What does the letter W represent?,EGG,LARVA,COCOON,PUPA,PUPA,../Dataset/test/abc_question_images/life_cycles_16211.png,Yes,a diagram of a life cycle of a flea,d,PUPA
1580,1580,insects and other arthropods,When does the flea become an adult?,V,Y,C,W,C,../Dataset/test/abc_question_images/life_cycles_16211.png,Yes,a diagram of a life cycle of a flea,c,C
1581,1581,insects and other arthropods,Which label indicates Pupa?,R,F,W,J,W,../Dataset/test/abc_question_images/life_cycles_16215.png,Yes,a mosquito life cycle coloring page,d,J
1582,1582,insects and other arthropods,Which label of the mosquito life cycle represents the larva?,J,F,W,R,R,../Dataset/test/abc_question_images/life_cycles_16215.png,Yes,a mosquito life cycle coloring page,d,R
1583,1583,insects and other arthropods,Which of the ones is a larva?,J,F,R,W,R,../Dataset/test/abc_question_images/life_cycles_16215.png,Yes,a mosquito life cycle coloring page,c,R
1584,1584,insects and other arthropods,Which letter corresponds to the stage before the larva stage?,J,W,F,R,F,../Dataset/test/abc_question_images/life_cycles_16215.png,Yes,a mosquito life cycle coloring page,a,J
1585,1585,insects and other arthropods,Which label refers to the egg?,J,V,K,R,R,../Dataset/test/abc_question_images/life_cycles_16216.png,Yes,a picture of a life cycle of a chicken with eggs,c,K
1586,1586,insects and other arthropods,Which label represents the egg?,K,R,V,J,R,../Dataset/test/abc_question_images/life_cycles_16216.png,Yes,a picture of a life cycle of a chicken with eggs,a,K
1587,1587,insects and other arthropods,Identify the egg stage,J,R,V,K,R,../Dataset/test/abc_question_images/life_cycles_16216.png,Yes,a picture of a life cycle of a chicken with eggs,d,K
